article_id,company_key,company_name_raw,company_matched,company_match_method,company_match_score,published_date,date_status,pub_year,pub_quarter,pub_month,category_std,category_raw,revenue_raw,arr_usd,arr_status,currency_detected,company_age,_source_row_number,_loaded_at
ART0693,Meta AI,Meta AI,True,exact,100.0,2024-05-07,parsed,2024,2,5,DATA_ANALYTICS,Analytics,$1.725 billion,1725000000,parsed,USD,23,693,2026-08-22T21:58:37.269504+00:00
ART0694,Meta AI,Facebook AI Research,True,alias,100.0,2024-08-11,parsed,2024,3,8,AI_ML,Artificial Intelligence,1830.0M USD,1830000000,parsed,USD,23,694,2026-08-22T21:58:37.269504+00:00
ART0695,Microsoft,Microsoft,True,exact,100.0,2023-10-18,parsed,2023,4,10,AI_ML,AI/ML,"€70,909,090,909",78000000000,parsed,EUR,5,695,2026-08-22T21:58:37.269504+00:00
ART0696,Amazon Web Services,Amazon Web Services,True,exact,100.0,2023-04-02,parsed,2023,2,4,SOFTWARE,Software,"£69,685,039,370",88500000000,parsed,GBP,8,696,2026-08-22T21:58:37.269504+00:00
ART0697,Airbnb,Airbnb,True,exact,100.0,2023-07-02,parsed,2023,3,7,FINTECH,Financial Technology,"¥1,110,000,000,000",7400000000,parsed,JPY,24,697,2026-08-22T21:58:37.269504+00:00
ART0698,Elastic,Elastic,True,exact,100.0,2024-08-26,parsed,2024,3,8,CLOUD,Cloud Computing,$1.330B - $1.470B,1400000000,parsed,USD,8,698,2026-08-22T21:58:37.269504+00:00
ART0699,DataRobot,DataRobot,True,exact,100.0,2024-05-03,parsed,2024,2,5,AI_ML,Artificial Intelligence,N/A,,missing,,12,699,2026-08-22T21:58:37.269504+00:00
ART0700,NVIDIA,Nvidia,True,exact_ci,100.0,2024-10-09,parsed,2024,4,10,DATA_ANALYTICS,Data Analytics,$62.100B,62100000000,parsed,USD,7,700,2026-08-22T21:58:37.269504+00:00
ART0701,Anthropic,Anthropic,True,exact,100.0,2024-02-26,parsed,2024,1,2,AI_ML,Machine Learning,$602.0M,602000000,parsed,USD,18,701,2026-08-22T21:58:37.269504+00:00
ART0702,Snowflake,Snowflake,True,exact,100.0,2024-08-15,parsed,2024,3,8,CLOUD,Cloud Computing,"$3,388,000,000",3388000000,parsed,USD,12,702,2026-08-22T21:58:37.269504+00:00
ART0703,Palantir,Palantir,True,exact,100.0,2023-08-16,parsed,2023,3,8,CLOUD,Cloud Computing,$2.100 billion,2100000000,parsed,USD,18,703,2026-08-22T21:58:37.269504+00:00
ART0704,Google DeepMind,Google DeepMind,True,exact,100.0,2024-11-12,parsed,2024,4,11,SOFTWARE,Enterprise Software,1215.0M USD,1215000000,parsed,USD,7,704,2026-08-22T21:58:37.269504+00:00
ART0705,Uber,Uber,True,exact,100.0,2024-06-17,parsed,2024,2,6,SECURITY,Security,"€32,145,454,545",35360000000,parsed,EUR,9,705,2026-08-22T21:58:37.269504+00:00
ART0706,Databricks,Databricks,True,exact,100.0,2024-02-01,parsed,2024,1,2,DATA_ANALYTICS,Data Analytics,N/A,,missing,,21,706,2026-08-22T21:58:37.269504+00:00
ART0707,Tesla,Tesla,True,exact,100.0,2023-01-05,parsed,2023,1,1,SECURITY,InfoSec,"¥12,300,000,000,000",82000000000,parsed,JPY,15,707,2026-08-22T21:58:37.269504+00:00
ART0708,NVIDIA,NVIDIA Corporation,True,alias,100.0,2023-08-05,parsed,2023,3,8,SECURITY,Cybersecurity,$38.475B - $42.525B,40500000000,parsed,USD,6,708,2026-08-22T21:58:37.269504+00:00
ART0709,Scale AI,Scale AI,True,exact,100.0,2024-05-25,parsed,2024,2,5,SECURITY,Cybersecurity,$1026.0 million,1026000000,parsed,USD,21,709,2026-08-22T21:58:37.269504+00:00
ART0710,OpenAI,Open AI,True,alias,100.0,2024-10-28,parsed,2024,4,10,FINTECH,FinTech,$4.050B,4050000000,parsed,USD,18,710,2026-08-22T21:58:37.269504+00:00
ART0711,OpenAI,OpenAI Inc.,True,alias,100.0,2024-10-02,parsed,2024,4,10,SOFTWARE,Enterprise Software,$4050.0M,4050000000,parsed,USD,18,711,2026-08-22T21:58:37.269504+00:00
ART0712,Cloudflare,Cloudflare,True,exact,100.0,2024-11-03,parsed,2024,4,11,SOFTWARE,Enterprise Software,"$1,647,000,000",1647000000,parsed,USD,26,712,2026-08-22T21:58:37.269504+00:00
ART0713,SpaceX,SpaceX,True,exact,100.0,2023-01-23,parsed,2023,1,1,SECURITY,Cybersecurity,$7.000 billion,7000000000,parsed,USD,7,713,2026-08-22T21:58:37.269504+00:00
ART0714,OpenAI,OpenAI,True,exact,100.0,2024-07-15,parsed,2024,3,7,CLOUD,Cloud Computing,3420.0M USD,3420000000,parsed,USD,18,714,2026-08-22T21:58:37.269504+00:00
ART0715,Cohere,Cohere,False,unmatched,50.0,2024-06-26,parsed,2024,2,6,CLOUD,Cloud Services,N/A,,missing,,,715,2026-08-22T21:58:37.269504+00:00
ART0716,Databricks,Databricks Inc.,True,alias,100.0,2024-12-26,parsed,2024,4,12,SOFTWARE,Enterprise Software,"£2,740,157,480",3480000000,parsed,GBP,21,716,2026-08-22T21:58:37.269504+00:00
ART0717,NVIDIA,NVIDIA,True,exact,100.0,2024-08-13,parsed,2024,3,8,CLOUD,Cloud,"¥8,775,000,000,000",58500000000,parsed,JPY,7,717,2026-08-22T21:58:37.269504+00:00
ART0718,Confluent,Confluent,True,exact,100.0,2024-02-16,parsed,2024,1,2,FINTECH,FinTech,$0.968B - $1.070B,1019000000,parsed,USD,29,718,2026-08-22T21:58:37.269504+00:00
ART0719,MongoDB,MongoDB,True,exact,100.0,2023-04-02,parsed,2023,2,4,DATA_ANALYTICS,Data Analytics,$1560.0 million,1560000000,parsed,USD,15,719,2026-08-22T21:58:37.269504+00:00
ART0720,Stripe,Stripe,True,exact,100.0,2024-07-28,parsed,2024,3,7,AI_ML,AI/ML,$3.774B,3774000000,parsed,USD,22,720,2026-08-22T21:58:37.269504+00:00
ART0721,Meta AI,Meta AI,True,exact,100.0,2024-04-04,parsed,2024,2,4,FINTECH,FinTech,N/A,,missing,,23,721,2026-08-22T21:58:37.269504+00:00
ART0722,Microsoft,Microsoft,True,exact,100.0,2024-03-12,parsed,2024,1,3,AI_ML,Artificial Intelligence,"$79,170,000,000",79170000000,parsed,USD,6,722,2026-08-22T21:58:37.269504+00:00
ART0723,Amazon Web Services,Amazon Web Services,True,exact,100.0,2024-06-08,parsed,2024,2,6,DATA_ANALYTICS,Big Data,N/A,,missing,,9,723,2026-08-22T21:58:37.269504+00:00
ART0724,Snowflake,Snowflake Inc.,True,alias,100.0,2022-07-22,parsed,2022,3,7,SOFTWARE,Software,2050.0M USD,2050000000,parsed,USD,10,724,2026-08-22T21:58:37.269504+00:00
ART0725,Airbnb,Airbnb,True,exact,100.0,2024-04-08,parsed,2024,2,4,AI_ML,AI/ML,Not disclosed,,not_disclosed,,25,725,2026-08-22T21:58:37.269504+00:00
ART0726,Cloudflare,CloudFlare,True,exact_ci,100.0,2024-03-06,parsed,2024,1,3,SOFTWARE,Enterprise Software,"£1,126,771,654",1431000001,parsed,GBP,26,726,2026-08-22T21:58:37.269504+00:00
ART0727,Elastic,Elastic,True,exact,100.0,2022-07-18,parsed,2022,3,7,AI_ML,AI & ML,"¥154,500,000,000",1030000000,parsed,JPY,6,727,2026-08-22T21:58:37.269504+00:00
ART0728,DataRobot,DataRobot,True,exact,100.0,2024-04-08,parsed,2024,2,4,SECURITY,Security,$368.6M - $407.4M,388000000,parsed,USD,12,728,2026-08-22T21:58:37.269504+00:00
ART0729,Anthropic,Anthropic,True,exact,100.0,2023-08-11,parsed,2023,3,8,SOFTWARE,Software,$430.0 million,430000000,parsed,USD,17,729,2026-08-22T21:58:37.269504+00:00
ART0730,Snowflake,Snowflake,True,exact,100.0,2024-07-08,parsed,2024,3,7,CLOUD,Cloud Services,$3.388B,3388000000,parsed,USD,12,730,2026-08-22T21:58:37.269504+00:00
ART0731,DataRobot,Data Robot,True,alias,100.0,2024-07-04,parsed,2024,3,7,SECURITY,Security,$399.0M,399000000,parsed,USD,12,731,2026-08-22T21:58:37.269504+00:00
ART0732,MongoDB,Mongo DB,True,alias,100.0,2024-03-08,parsed,2024,1,3,AI_ML,Machine Learning,"$1,785,000,000",1785000000,parsed,USD,16,732,2026-08-22T21:58:37.269504+00:00
ART0733,Palantir,Palantir Technologies,True,alias,100.0,2024-03-26,parsed,2024,1,3,SECURITY,Security,$2.392 billion,2392000000,parsed,USD,19,733,2026-08-22T21:58:37.269504+00:00
ART0734,The Boring Company / SpaceX,The Boring Company / SpaceX,False,unmatched,36.36363636363637,2024-12-12,parsed,2024,4,12,FINTECH,Finance,9945.0M USD,9945000000,parsed,USD,,734,2026-08-22T21:58:37.269504+00:00
ART0735,Palantir,Palantir,True,exact,100.0,2024-08-27,parsed,2024,3,8,SECURITY,Cybersecurity,"€2,341,818,182",2576000000,parsed,EUR,19,735,2026-08-22T21:58:37.269504+00:00
ART0736,Google DeepMind,Google DeepMind,True,exact,100.0,2024-12-21,parsed,2024,4,12,SECURITY,Security,"£956,692,913",1215000000,parsed,GBP,7,736,2026-08-22T21:58:37.269504+00:00
ART0737,Uber,Uber,True,exact,100.0,2024-02-28,parsed,2024,1,2,SECURITY,Security,"¥5,202,000,000,000",34680000000,parsed,JPY,9,737,2026-08-22T21:58:37.269504+00:00
ART0738,Databricks,Databricks,True,exact,100.0,2024-02-25,parsed,2024,1,2,AI_ML,Machine Learning,$2.508B - $2.772B,2640000000,parsed,USD,21,738,2026-08-22T21:58:37.269504+00:00
ART0739,xAI,xAI,False,unmatched,44.44444444444444,2024-09-04,parsed,2024,3,9,SOFTWARE,Software,,,missing,,,739,2026-08-22T21:58:37.269504+00:00
ART0740,Tesla,Tesla,True,exact,100.0,2024-07-01,parsed,2024,3,7,AI_ML,AI & ML,$98.880B,98880000000,parsed,USD,16,740,2026-08-22T21:58:37.269504+00:00
ART0741,Scale AI,Scale AI,True,exact,100.0,2024-01-05,parsed,2024,1,1,AI_ML,AI/ML,$897.0M,897000000,parsed,USD,21,741,2026-08-22T21:58:37.269504+00:00
ART0742,Cloudflare,Cloudflare,True,exact,100.0,2023-06-28,parsed,2023,2,6,SOFTWARE,Software,Not disclosed,,not_disclosed,,25,742,2026-08-22T21:58:37.269504+00:00
ART0743,SpaceX,SpaceX,True,exact,100.0,2024-10-22,parsed,2024,4,10,FINTECH,Financial Technology,$9.945 billion,9945000000,parsed,USD,8,743,2026-08-22T21:58:37.269504+00:00
ART0744,OpenAI,OpenAI,True,exact,100.0,2024-09-17,parsed,2024,3,9,DATA_ANALYTICS,Analytics,3420.0M USD,3420000000,parsed,USD,18,744,2026-08-22T21:58:37.269504+00:00
ART0745,NVIDIA,NVIDIA,True,exact,100.0,2024-09-08,parsed,2024,3,9,FINTECH,FinTech,"€53,181,818,182",58500000000,parsed,EUR,7,745,2026-08-22T21:58:37.269504+00:00
ART0746,Stripe,Stripe Inc.,True,alias,100.0,2024-12-02,parsed,2024,4,12,SOFTWARE,SaaS,"£3,078,740,157",3909999999,parsed,GBP,22,746,2026-08-22T21:58:37.269504+00:00
ART0747,Confluent,Confluent,True,exact,100.0,2022-01-26,parsed,2022,1,1,CLOUD,Cloud,"¥90,000,000,000",600000000,parsed,JPY,27,747,2026-08-22T21:58:37.269504+00:00
ART0748,MongoDB,MongoDB,True,exact,100.0,2024-11-13,parsed,2024,4,11,DATA_ANALYTICS,Analytics,$1.954B - $2.160B,2057000000,parsed,USD,16,748,2026-08-22T21:58:37.269504+00:00
ART0749,xAI,xAI,False,unmatched,44.44444444444444,2024-11-07,parsed,2024,4,11,AI_ML,Machine Learning,$180.0 million,180000000,parsed,USD,,749,2026-08-22T21:58:37.269504+00:00
ART0750,Cohere,Cohere,False,unmatched,50.0,2024-07-15,parsed,2024,3,7,DATA_ANALYTICS,Big Data,$0.135B,135000000,parsed,USD,,750,2026-08-22T21:58:37.269504+00:00
